course,access,category,holes,city_state,st,county,lon,lat
Lakewood Shores Resort,Public,Public,72,"Oscoda,MI",MI,Iosco County,-83.340093,44.505042
Prairiewood Golf Course,Public,Public,18,"Otsego,MI",MI,Allegan County,-85.719148,42.449718
Lynx Golf Course,Public,Public,18,"Otsego,MI",MI,Allegan County,-85.760639,42.486053
Whiteford Valley Golf Course,Public,Public,72,"Ottawa Lake,MI",MI,Monroe County,-83.73794,41.760445
The Legacy Golf Club,Public,Public,18,"Ottawa Lake,MI",MI,Monroe County,-83.726079,41.79654
Sand Wedge Golf Course,Public,Public,18,"Ottawa Lake,MI",MI,Monroe County,-83.668655,41.798871
Cherrywood Golf Course,Public,Public,9,"Ottawa Lake,MI",MI,Monroe County,-83.664507,41.759299
Owosso Country Club,Private,Private,18,"Owosso,MI",MI,Shiawassee County,-84.185924,43.060287
Bennington Golf Club,Public,Public,18,"Owosso,MI",MI,Shiawassee County,-84.222355,42.930812
Devil's Ridge Golf Club,Public,Public,18,"Oxford,MI",MI,Oakland County,-83.287549,42.879666
Boulder Pointe Golf Club and Conference Center,Public,Public,54,"Oxford,MI",MI,Oakland County,-83.27734,42.835247
Oxford Hills Golf Club,Public,Public,18,"Oxford,MI",MI,Oakland County,-83.246257,42.81066
Mulberry Hills Country Club,Public,Public,18,"Oxford,MI",MI,Oakland County,-83.212718,42.8563
Copper Hills Golf and Country Club,Public,Public,54,"Oxford,MI",MI,Oakland County,-83.182936,42.827762
Burr Oak Golf Course,Public,Public,18,"Parma,MI",MI,Jackson County,-84.599847,42.282533
Lake Cora Hills Golf Course,Public,Public,18,"Paw Paw,MI",MI,Van Buren County,-85.976205,42.212587
Heritage Glen Golf Club,Public,Public,18,"Paw Paw,MI",MI,Van Buren County,-85.842028,42.252383
Glenbrier Golf Course,Public,Public,18,"Perry,MI",MI,Shiawassee County,-84.239523,42.783558
Deme Acres Golf Course,Public,Public,18,"Petersburg,MI",MI,Monroe County,-83.703237,41.894788
Petoskey Bay View Country Club,Private,Private,18,"Petoskey,MI",MI,Emmet County,-84.921537,45.384183
Walloon Lake Country Club,Semi Private,Public,18,"Petoskey,MI",MI,Charlevoix County,-84.957974,45.290485
Crooked Tree Golf Club,Public,Public,18,"Petoskey,MI",MI,Emmet County,-85.015592,45.354136
Huckleberry Creek,Public,Public,18,"Pewamo,MI",MI,Ionia County,-84.842964,43.031617
Munoscong Golf Club,Public,Public,18,"Pickford,MI",MI,Chippewa County,-84.359662,46.18701
Pilgrims Run Golf Club,Public,Public,18,"Pierson,MI",MI,Newaygo County,-85.562659,43.35577
Whitefish Lake Golf Course,Public,Public,18,"Pierson,MI",MI,Montcalm County,-85.522376,43.324721
Scenic Golf & Country Club,Public,Public,18,"Pigeon,MI",MI,Huron County,-83.313905,43.886662
Timber Trace Golf Club,Public,Public,18,"Pinckney,MI",MI,Livingston County,-83.994488,42.474198
Whispering Pines Golf Club,Public,Public,18,"Pinckney,MI",MI,Livingston County,-83.897039,42.457597
Rush Lake Hills Golf Club,Public,Public,18,"Pinckney,MI",MI,Livingston County,-83.885124,42.476144
Green Hills Golf Club,Public,Public,18,"Pinconning,MI",MI,Bay County,-83.966229,43.86533
Lake Doster Golf Club,Public,Public,18,"Plainwell,MI",MI,Allegan County,-85.554442,42.437234
Hankerd Hills Golf Course,Public,Public,36,"Pleasant Lake,MI",MI,Jackson County,-84.339924,42.389503
Hilltop Golf Course,Municipal,Public,18,"Plymouth,MI",MI,Wayne County,-83.505287,42.365183
Fox Hills Golf & Banquet Center,Public,Public,90,"Plymouth,MI",MI,Washtenaw County,-83.592256,42.369683
Brae Burn Golf Club,Public,Public,18,"Plymouth,MI",MI,Washtenaw County,-83.551199,42.39239
The Inn At St John's Golf Course,Public,Public,54,"Plymouth,MI",MI,Wayne County,-83.478444,42.395705
Pontiac Municipal Golf Course,Municipal,Public,18,"Pontiac,MI",MI,Oakland County,-83.302383,42.618225
Pointe Aux Barques Golf Course,Private,Private,9,"Port Austin,MI",MI,Huron County,-82.958135,44.060284
Bird Creek Golf Club,Public,Public,18,"Port Austin,MI",MI,Huron County,-82.996985,44.022066
Port Huron Elks Golf Club,Semi Private,Public,18,"Port Huron,MI",MI,St. Clair County,-82.488738,43.002678
Black River Country Club,Public,Public,18,"Port Huron,MI",MI,St. Clair County,-82.466269,43.010385
Huron Shores Golf Club,Public,Public,18,"Port Sanilac,MI",MI,Sanilac County,-82.55781,43.472318
The Moors Golf Club,Semi Private,Public,18,"Portage,MI",MI,Kalamazoo County,-85.633341,42.203187
Portland Country Club,Public,Public,18,"Portland,MI",MI,Ionia County,-84.886679,42.91505
Willow Wood Country Club,Public,Public,18,"Portland,MI",MI,Ionia County,-84.885961,42.810529
Edgewood Greens Golf Course,Public,Public,9,"Prescott,MI",MI,Ogemaw County,-83.923685,44.272845
White Deer Country Club,Public,Public,18,"Prudenville,MI",MI,Roscommon County,-84.662335,44.298464
Quincy Golf Course,Public,Public,9,"Quincy,MI",MI,Branch County,-84.892387,41.920183
Nahma Club,Public,Public,9,"Rapid River,MI",MI,Delta County,-86.663431,45.839629
Ravenna Creeks Golf Course,Public,Public,18,"Ravenna,MI",MI,Muskegon County,-85.959758,43.191568
Moss Ridge Golf Club Inc,Public,Public,18,"Ravenna,MI",MI,Muskegon County,-85.912442,43.235229
Wolcott Mill Golf Course,Municipal,Public,18,"Ray,MI",MI,Macomb County,-82.901148,42.730387
Pine Valley Golf Club,Public,Public,36,"Ray,MI",MI,Macomb County,-82.960205,42.789616
Timberwood Golf Course,Public,Public,18,"Ray,MI",MI,Macomb County,-82.87519,42.791308
Glenhurst Golf Course,Municipal,Public,18,"Redford,MI",MI,Wayne County,-83.291146,42.414002
Western Golf & Country Club,Private,Private,18,"Redford,MI",MI,Wayne County,-83.300352,42.393069
County Line Golf Course,Public,Public,18,"Reese,MI",MI,Saginaw County,-83.698738,43.442817
Gull Lake Country Club,Private,Private,18,"Richland,MI",MI,Kalamazoo County,-85.424883,42.400968
Belle River Golf & Country Club,Public,Public,18,"Riley,MI",MI,Macomb County,-82.773102,42.893677
Riverview Highlands Golf Club,Municipal,Public,54,"Riverview,MI",MI,Wayne County,-83.206327,42.169864
Brookwood Golf Club,Semi Private,Public,18,"Rochester Hills,MI",MI,Oakland County,-83.175744,42.694587
Hampton Golf & Recreation Club,Public,Public,9,"Rochester Hills,MI",MI,Oakland County,-83.120321,42.641474
Great Oaks Country Club,Private,Private,18,"Rochester,MI",MI,Oakland County,-83.148708,42.68448
Oakland University,Semi Private,Public,36,"Rochester,MI",MI,Oakland County,-83.218853,42.672685
The Wyndgate Golf and Country Club,Semi Private,Public,36,"Rochester,MI",MI,Oakland County,-83.175914,42.739694
Pine Trace Golf Club,Public,Public,18,"Rochester,MI",MI,Oakland County,-83.197824,42.623575
Silver Lake Country Club,Semi Private,Public,18,"Rockford,MI",MI,Kent County,-85.47489,43.092321
Braeside Golf Course,Public,Public,18,"Rockford,MI",MI,Kent County,-85.532811,43.131897
North Kent Golf Course,Public,Public,18,"Rockford,MI",MI,Kent County,-85.500835,43.164935
Rogers City Country Club Inc,Public,Public,18,"Rogers City,MI",MI,Presque Isle County,-83.761754,45.348977
Heather Hills Golf Course,Public,Public,18,"Romeo,MI",MI,Macomb County,-83.090067,42.880712
Bruce Hills Golf Course,Public,Public,18,"Romeo,MI",MI,Macomb County,-83.051404,42.823811
Romeo Golf & Country Club,Public,Public,36,"Romeo,MI",MI,Macomb County,-83.022989,42.80241
Gateway Golf Club,Public,Public,18,"Romulus,MI",MI,Wayne County,-83.362102,42.266168
Woodside Meadows Golf Course,Public,Public,18,"Romulus,MI",MI,Wayne County,-83.305583,42.153056
Burning Oak Country Club,Public,Public,18,"Roscommon,MI",MI,Roscommon County,-84.674059,44.399799
Ye Olde Country Club,Public,Public,9,"Roscommon,MI",MI,Roscommon County,-84.629442,44.493719
Forest Dunes Golf & Country Club,Public,Public,18,"Roscommon,MI",MI,Crawford County,-84.53106,44.592501
Thoroughbred Golf Club,Public,Public,18,"Rothbury,MI",MI,Oceana County,-86.283202,43.51343
Royal Oak Golf Club,Municipal,Public,9,"Royal Oak,MI",MI,Oakland County,-83.178431,42.518748
Normandy Oaks Golf Club,Municipal,Public,18,"Royal Oak,MI",MI,Oakland County,-83.176473,42.525831
Red Run Golf Club,Private,Private,18,"Royal Oak,MI",MI,Oakland County,-83.142237,42.507053
Saginaw Country Club,Semi Private,Public,18,"Saginaw,MI",MI,Saginaw County,-84.00421,43.41507
Germania Town & Country Club,Semi Private,Public,18,"Saginaw,MI",MI,Saginaw County,-83.993865,43.396985
Valley View Farm Golf Course,Public,Public,18,"Saginaw,MI",MI,Saginaw County,-84.111077,43.401153
Swan Valley Golf Club,Public,Public,18,"Saginaw,MI",MI,Saginaw County,-84.102686,43.424843
Crooked Creek Golf Club,Public,Public,18,"Saginaw,MI",MI,Saginaw County,-84.099938,43.415882
The Sawmill Golf Club,Public,Public,18,"Saginaw,MI",MI,Saginaw County,-84.066322,43.455491
Pleasant View Golf Course,Public,Public,18,"Saginaw,MI",MI,Saginaw County,-83.965553,43.456917
